dataset_id,source_id,group_code,group_label,municipality_code,county_code,period,value,per_1000,unit,last_updated
medication_estimate,fhi_lmr_825,C07,Betablokkere,1101,11,2025,1086,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1101,11,2025,1169,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1101,11,2025,656,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1101,11,2025,343,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1101,11,2025,678,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1101,11,2025,215,14,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1101,11,2025,1557,101.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1101,11,2025,2532,164.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1101,11,2025,1788,116.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1101,11,2025,215,13.97,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1103,11,2024,14386,96.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1103,11,2024,11709,78.56,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1103,11,2024,20199,135.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1103,11,2024,20069,134.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1103,11,2024,10529,70.64,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1103,11,2024,11013,73.89,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1103,11,2024,6431,43.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1103,11,2024,2974,19.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1103,11,2024,6536,43.85,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1103,11,2024,2024,13.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1103,11,2024,15344,102.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1103,11,2024,24517,164.49,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1103,11,2024,17461,117.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1103,11,2024,2088,14.01,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1103,11,2025,14349,95.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1103,11,2025,12858,85.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1103,11,2025,20945,139.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1103,11,2025,20758,138.27,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1103,11,2025,10608,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1103,11,2025,11418,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1103,11,2025,6403,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1103,11,2025,3352,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1103,11,2025,6619,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1103,11,2025,2102,14,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1103,11,2025,15206,101.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1103,11,2025,24719,164.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1103,11,2025,17458,116.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1103,11,2025,2097,13.97,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1106,11,2024,3696,96.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1106,11,2024,3008,78.56,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1106,11,2024,5189,135.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1106,11,2024,5156,134.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1106,11,2024,2705,70.64,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1106,11,2024,2829,73.89,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1106,11,2024,1652,43.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1106,11,2024,764,19.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1106,11,2024,1679,43.85,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1106,11,2024,520,13.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1106,11,2024,3942,102.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1106,11,2024,6299,164.49,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1106,11,2024,4486,117.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1106,11,2024,536,14.01,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1106,11,2025,3674,95.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1106,11,2025,3292,85.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1106,11,2025,5363,139.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1106,11,2025,5315,138.27,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1106,11,2025,2716,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1106,11,2025,2924,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1106,11,2025,1640,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1106,11,2025,858,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1106,11,2025,1695,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1106,11,2025,538,14,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1106,11,2025,3894,101.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1106,11,2025,6330,164.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1106,11,2025,4470,116.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1106,11,2025,537,13.97,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1108,11,2024,8079,96.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1108,11,2024,6576,78.56,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1108,11,2024,11343,135.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1108,11,2024,11270,134.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1108,11,2024,5913,70.64,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1108,11,2024,6185,73.89,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1108,11,2024,3612,43.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1108,11,2024,1670,19.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1108,11,2024,3670,43.85,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1108,11,2024,1137,13.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1108,11,2024,8617,102.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1108,11,2024,13768,164.49,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1108,11,2024,9806,117.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1108,11,2024,1173,14.01,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1108,11,2025,8116,95.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1108,11,2025,7272,85.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1108,11,2025,11846,139.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1108,11,2025,11740,138.27,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1108,11,2025,6000,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1108,11,2025,6458,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1108,11,2025,3621,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1108,11,2025,1896,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1108,11,2025,3744,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1108,11,2025,1189,14,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1108,11,2025,8600,101.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1108,11,2025,13981,164.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1108,11,2025,9874,116.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1108,11,2025,1186,13.97,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1111,11,2024,323,96.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1111,11,2024,263,78.56,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1111,11,2024,454,135.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1111,11,2024,451,134.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1111,11,2024,236,70.64,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1111,11,2024,247,73.89,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1111,11,2024,144,43.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1111,11,2024,67,19.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1111,11,2024,147,43.85,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1111,11,2024,45,13.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1111,11,2024,345,102.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1111,11,2024,551,164.49,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1111,11,2024,392,117.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1111,11,2024,47,14.01,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1111,11,2025,322,95.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1111,11,2025,289,85.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1111,11,2025,470,139.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1111,11,2025,466,138.27,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1111,11,2025,238,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1111,11,2025,256,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1111,11,2025,144,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1111,11,2025,75,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1111,11,2025,149,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1111,11,2025,47,14,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1111,11,2025,341,101.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1111,11,2025,555,164.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1111,11,2025,392,116.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1111,11,2025,47,13.97,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1112,11,2024,311,96.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1112,11,2024,253,78.56,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1112,11,2024,437,135.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1112,11,2024,434,134.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1112,11,2024,228,70.64,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1112,11,2024,238,73.89,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1112,11,2024,139,43.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1112,11,2024,64,19.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1112,11,2024,141,43.85,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1112,11,2024,44,13.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1112,11,2024,332,102.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1112,11,2024,531,164.49,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1112,11,2024,378,117.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1112,11,2024,45,14.01,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1112,11,2025,311,95.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1112,11,2025,279,85.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1112,11,2025,455,139.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1112,11,2025,451,138.27,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1112,11,2025,230,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1112,11,2025,248,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1112,11,2025,139,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1112,11,2025,73,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1112,11,2025,144,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1112,11,2025,46,14,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1112,11,2025,330,101.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1112,11,2025,537,164.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1112,11,2025,379,116.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1112,11,2025,46,13.97,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1114,11,2024,279,96.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1114,11,2024,227,78.56,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1114,11,2024,392,135.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1114,11,2024,389,134.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1114,11,2024,204,70.64,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1114,11,2024,214,73.89,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1114,11,2024,125,43.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1114,11,2024,58,19.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1114,11,2024,127,43.85,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1114,11,2024,39,13.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1114,11,2024,298,102.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1114,11,2024,476,164.49,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1114,11,2024,339,117.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1114,11,2024,41,14.01,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1114,11,2025,278,95.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1114,11,2025,249,85.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1114,11,2025,405,139.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1114,11,2025,402,138.27,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1114,11,2025,205,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1114,11,2025,221,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1114,11,2025,124,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1114,11,2025,65,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1114,11,2025,128,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1114,11,2025,41,14,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1114,11,2025,294,101.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1114,11,2025,478,164.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1114,11,2025,338,116.29,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1114,11,2025,41,13.97,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1119,11,2024,1914,96.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1119,11,2024,1558,78.56,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1119,11,2024,2687,135.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1119,11,2024,2670,134.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1119,11,2024,1401,70.64,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1119,11,2024,1465,73.89,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1119,11,2024,856,43.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1119,11,2024,396,19.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1119,11,2024,869,43.85,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1119,11,2024,269,13.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,N02A,Opioider (smertestillende),1119,11,2024,2041,102.95,personer,2026-02-16
medication_estimate,fhi_lmr_825,R06,Allergi (antihistaminer),1119,11,2024,3261,164.49,personer,2026-02-16
medication_estimate,fhi_lmr_825,A02B,Magesyre (protonpumpehemmere),1119,11,2024,2323,117.15,personer,2026-02-16
medication_estimate,fhi_lmr_825,N03A,Epilepsi,1119,11,2024,278,14.01,personer,2026-02-16
medication_estimate,fhi_lmr_825,R03,Astma og KOLS,1119,11,2025,1918,95.58,personer,2026-02-16
medication_estimate,fhi_lmr_825,A10,Diabetes,1119,11,2025,1719,85.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,C10,Kolesterolsenkende,1119,11,2025,2800,139.52,personer,2026-02-16
medication_estimate,fhi_lmr_825,C09,Blodtrykk (RAAS-hemmere),1119,11,2025,2775,138.27,personer,2026-02-16
medication_estimate,fhi_lmr_825,C07,Betablokkere,1119,11,2025,1418,70.66,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06A,Antidepressiva,1119,11,2025,1526,76.06,personer,2026-02-16
medication_estimate,fhi_lmr_825,N05B,Angstdempende,1119,11,2025,856,42.65,personer,2026-02-16
medication_estimate,fhi_lmr_825,N06B,ADHD / psykostimulerende,1119,11,2025,448,22.33,personer,2026-02-16
medication_estimate,fhi_lmr_825,H03,Stoffskifte (thyreoidea),1119,11,2025,885,44.09,personer,2026-02-16
medication_estimate,fhi_lmr_825,M05B,Benskjorhet (osteoporose),1119,11,2025,281,14,personer,2026-02-16
